"ID,State,Repair ,Reason,YEAR ,Make,Body Type"
"0158571358470144,IL,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0158571358470144,IL,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0161695842177024,IL,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0161695842177024,IL,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0161695842177024,IL,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0164850808651776,IL,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0168036257894400,IL,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0168036257894400,IL,Windshield replacement,Crack,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0171252189904896,IL,Fuel Tank,Hole,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0174498604683264,IL,Dent Repair  Left Fender,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0174498604683264,IL,Tire replacement,Flat- hole not reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0177775502229504,IN,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0177775502229504,IN,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0181082882543616,IN,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0181082882543616,IN,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0181082882543616,IN,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0184420745625600,IN,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0184420745625600,IN,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0184420745625600,IN,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0184420745625600,IN,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0184420745625600,IN,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0187789091475456,IN,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0191187920093184,IN,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0194617231478784,IN,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0194617231478784,IN,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0198077025632256,IN,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0201567302553600,IN,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0205088062242816,IN,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0208639304699904,IN,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0208639304699904,IN,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0212221029924864,IN,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0215833237917696,IN,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0219475928678400,IN,Dent Repair Rear,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0219475928678400,IN,Fuel Tank,Hole,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0219475928678400,IN,Tire repair,Flat- reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0223149102206976,IN,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0226852758503424,KS,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0226852758503424,KS,Dent Repair  Left Fender,Collision,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0226852758503424,KS,Tire replacement,Flat- hole not reparable,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0230586897567744,KS,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0234351519399936,KS,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0238146624000000,KS,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0238146624000000,KS,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0241972211367936,KS,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0245828281503744,KS,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0245828281503744,KS,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0249714834407424,KS,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0253631870078976,KY,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0257579388518400,KY,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0257579388518400,KY,Dent Repair  Left Fender,Collision,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0257579388518400,KY,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0261557389725696,KY,Tire replacement,Flat- hole not reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0265565873700864,LA,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0269604840443904,LA,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0273674289954816,LA,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0277774222233600,LA,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0281904637280256,LA,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0281904637280256,LA,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0281904637280256,LA,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0286065535094784,LA,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0290256915677184,LA,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0290256915677184,LA,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0294478779027456,LA,Dent Repair  Left Fender,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0298731125145600,LA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0303013954031616,LA,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0303013954031616,LA,Tire replacement,Flat- hole not reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0307327265685504,MA,Fuel Tank,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0311671060107264,MA,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0316045337296896,MA,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0316045337296896,MA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0316045337296896,MA,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0320450097254400,MA,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0324885339979776,MA,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0329351065473024,MA,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0329351065473024,MA,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0333847273734144,MA,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0333847273734144,MA,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0333847273734144,MA,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0338373964763136,MA,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0342931138560000,MA,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0342931138560000,MA,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0347518795124736,MA,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0347518795124736,MA,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0347518795124736,MA,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0352136934457344,MA,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0352136934457344,MA,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0356785556557824,MA,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0361464661426176,MA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0366174249062400,MD,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0366174249062400,MD,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0366174249062400,MD,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0366174249062400,MD,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0370914319466496,MD,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0370914319466496,MD,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0370914319466496,MD,Wheel Arch,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0375684872638464,MD,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0375684872638464,MD,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0375684872638464,MD,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0375684872638464,MD,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0380485908578304,MD,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0380485908578304,MD,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0380485908578304,MD,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0385317427286016,MD,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0390179428761600,MD,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0395071913005056,MD,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0399994880016384,MD,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0399994880016384,MD,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0404948329795584,MD,Windshield replacement,Crack,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0409932262342656,MD,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0414946677657600,MD,Dent Repair Rear,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0419991575740416,ME,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0419991575740416,ME,Fuel Tank,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0419991575740416,ME,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0419991575740416,ME,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0425066956591104,ME,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0430172820209664,ME,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0435309166596096,ME,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0435309166596096,ME,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0435309166596096,ME,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0435309166596096,ME,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0435309166596096,ME,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0440475995750400,ME,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0445673307672576,ME,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0450901102362624,ME,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0456159379820544,ME,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0461448140046336,ME,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0461448140046336,ME,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0461448140046336,ME,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0466767383040000,ME,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0466767383040000,ME,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0472117108801536,ME,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0472117108801536,ME,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0477497317330944,MI,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0477497317330944,MI,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0477497317330944,MI,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0477497317330944,MI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0477497317330944,MI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0477497317330944,MI,Tire replacement,Flat- hole not reparable,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0482908008628224,MI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0488349182693376,MI,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0488349182693376,MI,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0488349182693376,MI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0488349182693376,MI,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0488349182693376,MI,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0488349182693376,MI,Transmission,slips in and out of gear,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0493820839526400,MI,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0493820839526400,MI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0493820839526400,MI,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0499322979127296,MI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0504855601496064,MI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0510418706632704,MI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0516012294537216,MI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0521636365209600,MI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0521636365209600,MI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0521636365209600,MI,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0521636365209600,MI,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0527290918649856,MI,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0532975954857984,MI,Dent Repair Rear,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0538691473833984,MN,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0538691473833984,MI,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0544437475577856,MN,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0544437475577856,MN,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0544437475577856,MN,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0550213960089600,MN,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0550213960089600,MN,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0556020927369216,MN,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0561858377416704,MN,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0561858377416704,MN,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0561858377416704,MN,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0561858377416704,MN,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0561858377416704,MN,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0567726310232064,MN,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0567726310232064,MN,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0567726310232064,MN,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0573624725815296,MN,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0579553624166400,MN,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0585513005285376,MN,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0591502869172224,MN,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0597523215826944,MN,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0597523215826944,MN,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"0603574045249536,MN,Tire replacement,Flat- hole not reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0603574045249536,MN,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"0609655357440000,MN,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"0615767152398336,MN,Dent Repair Rear,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0615767152398336,MN,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"0621909430124544,MO,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0621909430124544,MO,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0621909430124544,MO,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0628082190618624,MO,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0634285433880576,MO,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0634285433880576,MO,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0634285433880576,MO,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"0640519159910400,MO,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0640519159910400,MO,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0640519159910400,MO,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0640519159910400,MO,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0640519159910400,MO,Fuel Tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0640519159910400,MO,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0640519159910400,MO,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"0646783368708096,MO,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
