"ID,State,Repair ,Reason,YEAR ,Make,Body Type"
"1570487442149380,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1580287652020220,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1590118344658940,PA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1599979520065540,PA,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1599979520065540,PA,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1609871178240000,PA,Rocker Panel,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1609871178240000,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1619793319182340,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1629745942892540,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1639729049370620,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1649742638616580,PA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1659786710630400,RI,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1659786710630400,RI,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1659786710630400,RI,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1659786710630400,RI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1659786710630400,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1669861265412100,RI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1679966302961660,RI,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1679966302961660,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1679966302961660,RI,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1679966302961660,RI,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1690101823279100,RI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1690101823279100,RI,Fuel tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1700267826364420,RI,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1710464312217600,RI,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1720691280838660,RI,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1730948732227580,RI,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1741236666384380,RI,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1751555083309060,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1751555083309060,SC,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1761903983001600,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1772283365462020,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1782693230690300,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1793133578686460,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1803604409450500,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1814105722982400,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1824637519282180,SC,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1835199798349820,SC,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1845792560185340,SC,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1845792560185340,SC,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1845792560185340,SC,Transmission,slips in and out of gear,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1856415804788740,SC,Tire repair,Flat- reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1867069532160000,SD,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1867069532160000,SD,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1877753742299140,SD,Dent Repair Rear,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1877753742299140,SD,Tire replacement,Flat- hole not reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1877753742299140,SD,Windshield replacement,Crack,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"1888468435206140,SD,Dent Repair  Left Fender,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1888468435206140,SD,Dent Repair Rear,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1888468435206140,SD,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1888468435206140,SD,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"1899213610881020,TN,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1899213610881020,TN,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1909989269323780,TN,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1920795410534400,TN,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1931632034512900,TN,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1942499141259260,TN,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1953396730773500,TN,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"1964324803055620,TN,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"1975283358105600,TN,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1975283358105600,TN,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"1986272395923460,TX,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1986272395923460,TX,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"1997291916509180,TX,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2008341919862780,TX,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2008341919862780,TX,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2008341919862780,TX,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2019422405984260,TX,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2030533374873600,TX,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2041674826530820,TX,Windshield replacement,Crack,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"2052846760955900,TX,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"2064049178148860,TX,Dent Repair Rear,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2075282078109700,UT,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2086545460838400,UT,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2097839326334980,UT,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2097839326334980,UT,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2109163674599420,UT,Windshield replacement,Crack,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"2120518505631740,UT,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"2131903819431940,UT,Dent Repair  Left Fender,Collision,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2131903819431940,UT,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2131903819431940,UT,Tire replacement,Flat- hole not reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2131903819431940,UT,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2143319616000000,VA,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2143319616000000,VA,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2143319616000000,VA,Fuel tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2143319616000000,VA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2143319616000000,VA,Tire replacement,Flat- hole not reparable,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2154765895335940,VA,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2154765895335940,VA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2166242657439740,VA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2177749902311420,VA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2189287629950980,VA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2200855840358400,VA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2212454533533700,VA,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2224083709476860,VA,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2235743368187900,VA,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2247433509666820,VA,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2259154133913600,VA,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2270905240928260,VA,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2270905240928260,VA,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2270905240928260,VA,Fuel tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2270905240928260,VA,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2270905240928260,VA,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2282686830710780,VA,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2294498903261180,VA,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"2294498903261180,VA,Windshield replacement,Crack,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2306341458579460,VA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"2306341458579460,VA,Tire replacement,Flat- hole not reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"2318214496665600,VT,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2318214496665600,VT,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2318214496665600,VT,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2318214496665600,VT,Rocker Panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2318214496665600,VT,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2318214496665600,VT,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2318214496665600,VT,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2330118017519620,VT,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2330118017519620,VT,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2342052021141500,VT,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2342052021141500,VT,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2354016507531260,VT,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2354016507531260,VT,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2366011476688900,VT,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2366011476688900,VT,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2378036928614400,VT,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2378036928614400,VT,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2378036928614400,VT,Fuel tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2390092863307780,VT,Fuel tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2402179280769020,VT,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2414296180998140,WA,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2414296180998140,VT,Dent Repair Rear,Collision,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"2414296180998140,VT,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"2426443563995140,WA,Tire replacement,Flat- hole not reparable,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2438621429760000,WA,Dent Repair  Left Fender,Collision,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"2438621429760000,WA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"2450829778292740,WA,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2450829778292740,WA,Windshield replacement,Crack,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2463068609593340,WI,Battery replacment,Dead battery,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2463068609593340,WI,Cab corner panel,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2463068609593340,WI,Fuel Tank,Hole,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2463068609593340,WI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2463068609593340,WI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2463068609593340,WI,Tire repair,Flat- reparable,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2475337923661820,WI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2475337923661820,WI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2487637720498180,WI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2487637720498180,WI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2499968000102400,WI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2499968000102400,WI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2512328762474500,WI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2512328762474500,WI,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2512328762474500,WI,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2524720007614460,WI,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2524720007614460,WI,Brake line replacement,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2524720007614460,WI,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2524720007614460,WI,Fuel Tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2524720007614460,WI,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2524720007614460,WI,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2537141735522300,WI,Dent Repair Rear,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2537141735522300,WI,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2549593946198020,WI,Wheel Arch,Rust,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"2562076639641600,WI,Windshield replacement,Crack,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"2574589815853060,WV,Brake line replacement,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2574589815853060,WV,Fender replacement ,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2574589815853060,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2574589815853060,WV,Windshield replacement,Crack,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2587133474832380,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2599707616579580,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2612312241094660,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2624947348377600,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2637612938428420,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2637612938428420,WV,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2650309011247100,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2650309011247100,WV,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2663035566833660,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2663035566833660,WV,Struts,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2675792605188100,WV,Shocks,Rust,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2675792605188100,WV,Transmission,slips in and out of gear,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2688580126310400,WV,Fuel tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2688580126310400,WV,Fuel tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2688580126310400,WV,Tire repair,Flat- reparable,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2701398130200580,WV,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2701398130200580,WV,Fender replacement ,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2701398130200580,WV,Fuel tank,Hole,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2701398130200580,WV,Rocker Panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2701398130200580,WV,Wheel Arch,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2714246616858620,WV,Dent Repair  Left Fender,Collision,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2727125586284540,WV,Tire repair,Flat- reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"2727125586284540,WV,Tire replacement,Flat- hole not reparable,2018,RAM ,""1500 SLT 4X2 Quad Cab 6'4"""" Box"""
"2740035038478340,WY,Battery replacment,Dead battery,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2740035038478340,WY,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2740035038478340,WY,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2740035038478340,WY,Windshield replacement,Crack,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"2752974973440000,WY,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"2765945391169540,WY,Tire repair,Flat- reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2765945391169540,WY,Tire replacement,Flat- hole not reparable,2019,RAM ,""1500 Classic SLT 4X2 Crew Cab 6'4"""" Box"""
"2818131889766400,CT,Tire repair,Flat- reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2831254721335300,DE,Fuel tank,Corrosion,2016,RAM ,""1500 4WD Quad Cab 140.5"""" SLT"""
"2950731930009600,IA,Fuel tank,Hole,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2950731930009600,IA,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"2964159589257220,IA,Tire repair,Flat- reparable,2019,Chevrolet Silverado ,1500 LD 4WD Double Cab LT w/1LT"
"3018175053926400,ID,Tire replacement,Flat- hole not reparable,2018,Chevrolet Silverado ,""1500 2WD Double Cab 143.5"""" LT w/1LT"""
"3086380247040000,IA,Fuel tank,Corrosion,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT w/1LT"""
"3113875703660540,NH,Cab corner panel,Rust,2017,Chevrolet Silverado ,""1500 4WD Double Cab 143.5"""" LT "
